Status	CodigoSAP	Conta	CUP	Negocio	OrganizacaoVendas	ListaPrecoCodigo	ListaPrecoNome	DataFixacaoPreco	GrupoPreco	CondicaoPagamento	CodigoCondicaoPagamento	CodigoProduto	StatusVenda	M2PorCx	ClasseUso	CoefAtrito	Origem	Diferenciais	Produto	QtdePallet	Espessura	Hierarquia1	Hierarquia2	Hierarquia3	CodigoBarras	NCM	CEST	PesoBruto	PesoLiquido	UnidadeMedidaPeso	Moeda	PercentualAcrescimo	PercentualAVP	ValorAVP	PercentualMVA	ValorLista	ValorPis	PercentualPis	ValorCofins	PercentualCofins	ValorICMS	PercentualICMS	ValorIPI	PercentualIPI	ValorICMSST	ValorLiquido	ValorMercadoriaVista	ValorMercadoriaPrazo	ValorDaNF	QtdeMultiplaPorEmbalagem	PercentualDescontos	PercentualIcmsDestino	ValorIcmsDestino	ValorIB3S	ValorCBS3
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'L.21040.M.26	DECA MIX GERAL						CUBA SOBREPOR QUADRADA COM MESA 40cm BAR	0		Deca - Peca Grande	Médio	Cuba Slim	'7894202013257	6910.90.00		12,039	12,039	KG	BRL	0	0,88	4,5	0	537,74	9,5	1,65	43,77	7,6	78,53	12	0	0	0	542,24	648,65	654,41	654,41	1	0	23	2,3	0,52	4,7
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'L.23050.94	DECA MIX GERAL						CUBA SOBREPOR RETANGULAR 50cm ÉBANO FC	0		Deca - Peca Grande	Luxo	Cuba Slim	'7894202012809	6910.90.00		9,385	8,821	KG	BRL	0	0,88	5,22	0	624,27	11,03	1,65	50,81	7,6	91,17	12	0	0	0	629,49	753,03	759,72	759,72	1	0	23	2,3	0,61	5,46
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'L.33060.MDE.26	DECA MIX GERAL						CUBA DE EMB RETANG C/ MESA 60 CM BARB	0		Deca - Peca Grande	Luxo	Cuba Slim	'7894202014117	6910.90.00		15,22	14,39	KG	BRL	0	0,88	5,74	0	686,7	12,13	1,65	55,89	7,6	100,28	12	0	0	0	692,44	828,33	835,68	835,68	1	0	23	2,3	0,67	6,01
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'P.33.17	DECA MIX GERAL						BACIA CONVENCIONAL       PIANO-BRANCO	0		Deca - Peca Grande	Luxo	Piano	'7894200795490	6910.90.00		29,407	28,202	KG	BRL	0	0,88	6,13	0	696,15	12,95	1,65	59,64	7,6	107,01	12	0	0	0	702,28	883,93	891,78	891,78	1	0	23	2,3	0,71	6,41
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'CD.05F.87	DECA MIX GERAL						CX ACOPL DUO RAV/ASPEN/IZY/FLEX/SKIDS-CZ	0		Deca - Peca Grande	Competitivo	Cx. Acoplada Univ. Competitivo	'7894202000745	6910.90.00		9,585	9,583	KG	BRL	0	0,88	1,21	0	137,68	2,56	1,65	11,8	7,6	21,16	12	0	0	0	138,89	174,82	176,37	176,37	1	0	23	2,3	0,14	1,27
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'KP.23.17	DECA MIX GERAL						Kit Bacia Convencional LK - Branco	0		Deca - Peca Grande	Luxo	LK	'7894202002893	6910.90.00		37,67	34,356	KG	BRL	0	0,88	10,65	0	1344,64	22,51	1,65	103,68	7,6	186,03	12	0	0	0	1355,29	1536,62	1550,26	1550,26	1	0	23	2,3	1,24	11,14
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'L.1050.71	DECA MIX GERAL						CUBA BICOLOR SOBREPOR REDONDA - KG BRF	0		Deca - Peca Grande	Médio	Cubas de Sobrepor Médio	'7894202006372	6910.90.00		7,945	7,115	KG	BRL	0	0,88	5,31	0	635,49	11,23	1,65	51,72	7,6	92,8	12	0	0	0	640,8	766,56	773,37	773,37	1	0	23	2,3	0,62	5,56
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'BC.50A.17							BACIA CONVENC JADE-A-BRANCO	0		Deca - Peca Grande	Competitivo	Jade	'7894200798545	6910.90.00		13,583	13,583	KG	BRL	0	0,88	0,82	0	93,31	1,74	1,65	7,99	7,6	14,34	12	0	0	0	94,13	118,48	119,53	119,53	1	0	23	2,3	0,1	0,86
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'CD.05.37	DECA MIX GERAL						CX ACOPL RAV/ASPEN/IZY/FLEX/SKIDS-CR	0		Deca - Peca Grande	Competitivo	Cx. Acoplada Univ. Competitivo	'7894202000660	6910.90.00		9,361	9,359	KG	BRL	0	0,88	1,09	0	123,9	2,3	1,65	10,62	7,6	19,05	12	0	0	0	124,99	157,32	158,72	158,72	1	0	23	2,3	0,13	1,14
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'CD.50A.17							CAIXA ACOPL C/TAMPA JADE-A BRANCO	0		Deca - Peca Grande	Competitivo	Jade	'7894200798491	6910.90.00		11,606	11,251	KG	BRL	0	0,88	1,11	0	126,12	2,35	1,65	10,81	7,6	19,39	12	0	0	0	127,23	160,14	161,56	161,56	1	0	23	2,3	0,13	1,16
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'L.82.95	DECA MIX GERAL						LAV SEMI-ENC 575X 445MM MT CARLO-EBANO	0		Deca - Peca Grande	Médio	Monte Carlo	'7894200759843	6910.90.00		14,454	13,368	KG	BRL	0	0,88	2,43	0	306,67	5,13	1,65	23,65	7,6	42,43	12	0	0	0	309,1	350,45	353,56	353,56	1	0	23	2,3	0,28	2,54
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'LC.26.17	DECA MIX GERAL						CUBA QUADRADA DE APOIO C/COLUNA BRANCO	0		Deca - Peca Grande	Luxo	Cubas de Apoio Luxo	'7894200792475	6910.90.00		46,688	45,136	KG	BRL	0	0,88	44,16	0	5282,66	93,35	1,65	429,96	7,6	771,46	12	0	0	0	5326,82	6372,24	6428,81	6428,81	1	0	23	2,3	5,13	46,21
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'L.1036.95							CUBA DE APOIO MEIA LUA-EBANO	0		Deca - Peca Grande	Luxo	Cubas de Apoio Luxo	'7894200791638	6910.90.00		6,249	5,409	KG	BRL	0	0,88	0,89	0	106,53	1,88	1,65	8,67	7,6	15,56	12	0	0	0	107,42	128,5	129,64	129,64	1	0	23	2,3	0,1	0,93
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'FT.11.01							PARAFUSOS P/FIXACAO DE TANQUE-CR	0		Deca - Peca Pequena	Outros PP	Produtos Complementares	'7894200716273	7318.15.00		0,16	0,16	KG	BRL	0	0,88	0,27	0	30,56	0,57	1,65	2,62	7,6	4,7	12	2,54	6,5	0	30,83	38,81	39,15	41,69	1	0	23	2,3	0,03	0,28
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'L.11040.26	DECA MIX GERAL						CUBA QUADRADA DE APOIO 40 CM - BARBANTE	0		Deca - Peca Grande	Médio	Cuba Slim	'7894202013219	6910.90.00		10,653	10,653	KG	BRL	0	0,88	3,18	0	380,95	6,73	1,65	31	7,6	55,63	12	0	0	0	384,13	459,51	463,59	463,59	1	0	23	2,3	0,37	3,33
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'CL.10A.87							COLUNA P/LAVAT BELIZE-A-CZ REAL	0		Deca - Peca Grande	Competitivo	Belize	'7894200790082	6910.90.00		7,381	7,381	KG	BRL	0	0,88	0,49	0	55,45	1,03	1,65	4,75	7,6	8,52	12	0	0	0	55,94	70,4	71,03	71,03	1	0	23	2,3	0,06	0,51
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'L.12040.42	DECA MIX GERAL						CUBA REDONDA DE APOIO 40 CM - KALE GREEN	0		Deca - Peca Grande	Médio	Cubas de Apoio Médio	'7894202010355	6910.90.00		8,468	8,468	KG	BRL	0	0,88	1,35	0	170,93	2,86	1,65	13,18	7,6	23,65	12	0	0	0	172,28	195,34	197,07	197,07	1	0	23	2,3	0,16	1,42
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'SP.13.GL.RD	DECA MIX GERAL						PARAFUSOS P/FIX DE BACIAS E BIDES -GL RD	0		Deca - Peca Pequena	Outros PP	Produtos Complementares	'7894200730408	7318.15.00		82,01	82,01	G	BRL	0	0,88	0,15	0	17,45	0,32	1,65	1,49	7,6	2,68	12	1,45	6,5	0	17,6	22,15	22,35	23,8	1	0	23	2,3	0,02	0,16
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'P.230.94	DECA MIX GERAL						BACIA P/CAIXA ACOPL LK-EBANO FSC	0		Deca - Peca Grande	Luxo	LK	'7894200708391	6910.90.00		37,714	36,414	KG	BRL	0	0,88	12,88	0	1626,55	27,23	1,65	125,42	7,6	225,03	12	0	0	0	1639,43	1858,76	1875,26	1875,26	1	0	23	2,3	1,5	13,48
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'AP.237.BL.94	DECA MIX GERAL						ASSE POLI MONOC LK/ CARRARA/LEVEL - EBFC	0		Deca - Peca Pequena	Luxo	Assento Poliéster Luxo	'7894202000400	3922.20.00		0,169	0,169	KG	BRL	0	0,88	5,17	0	653,01	10,93	1,65	50,35	7,6	90,34	12	0	0	0	658,18	746,23	752,86	752,86	1	0	23	2,3	0,6	5,41
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'CD.00F.23	DECA MIX GERAL						CX AC DUO FAST/SPOT/RAV/ASPEN/IZY-CA	0		Deca - Peca Grande	Competitivo	Cx. Acoplada Univ. Competitivo	'7894200786658	6910.90.00		16,597	16,203	KG	BRL	0	0,88	1,21	0	137,68	2,56	1,65	11,8	7,6	21,16	12	0	0	0	138,89	174,82	176,37	176,37	1	0	23	2,3	0,14	1,27
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'LX.830.17	DECA MIX GERAL						CB SEMIENC QUAD C/MESA 420MM-BRANCO	0		Deca - Peca Grande	Luxo	Cubas de Apoio Luxo	'7894202009809	6910.90.00		13,262	13,262	KG	BRL	0	0,88	3,5	0	418,06	7,39	1,65	34,03	7,6	61,05	12	0	0	0	421,56	504,29	508,77	508,77	1	0	23	2,3	0,41	3,66
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'P.45.17	DECA MIX GERAL						BACIA CONVENCIONAL UNIC - BRANCO	0		Deca - Peca Grande	Luxo	Unic	'7894200740063	6910.90.00		38,775	38,325	KG	BRL	0	0,88	8,35	0	948,35	17,64	1,65	81,25	7,6	145,78	12	0	0	0	956,7	1204,17	1214,86	1214,86	1	0	23	2,3	0,97	8,73
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'AP.01.ALM.17	DECA MIX GERAL						ASSENTO PP ALMOFADADO IZY/RAVENA-BRANCO	0		Deca - Peca Pequena	Competitivo	Assento Plástico	'7894200567066	3922.20.00		1,018	0,928	KG	BRL	0	0,88	0,5	0	63,75	1,07	1,65	4,92	7,6	8,82	12	0	0	0	64,25	72,84	73,49	73,49	10	0	23	2,3	0,06	0,53
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'KP.420.17	DECA MIX GERAL						Kit Bacia Cx Integrada Single BR	0		Deca - Peca Grande	Luxo	Single	'7894202012304	6910.90.00		50,489	50,229	KG	BRL	0	0,88	19,03	0	2402,75	39,83	1,65	183,47	7,6	100,59	4	0	0	0	2421,78	2492,57	2514,7	2514,7	1	0	23	2,3	2,19	19,72
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'L.11040.VO.94	DECA MIX GERAL						CUBA QUADR APO C VÁLV OCU 40CM-ÉBANO FC	0		Deca - Peca Grande	Luxo	Cuba Slim	'7894202010683	6910.90.00		10,634	10,631	KG	BRL	0	0,88	4,7	0	561,84	9,93	1,65	45,73	7,6	82,05	12	0	0	0	566,54	677,73	683,75	683,75	1	0	23	2,3	0,55	4,91
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'L.110.17	DECA MIX GERAL						TANQUE MULTIUSO DE SOBREPOR-BRANCO NW	0		Deca - Peca Grande	Luxo	Cuibas de Sobrepor Luxo	'7894200774099	6910.90.00		29,2	29,2	KG	BRL	0	0,88	18,7	0	2236,46	39,52	1,65	182,03	7,6	326,6	12	0	0	0	2255,16	2697,75	2721,7	2721,7	1	0	23	2,3	2,17	19,56
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'SI.62.BR	DECA MIX GERAL						Kit Monocr p/ Bacia Cx Acoplada - BR	0		Deca - Peca Pequena	Pecas de Reposição	Reposicão MP CS - Todos Canais	'7894202002886	3926.90.90		55	50	G	BRL	0	0,88	0,16	0	18,22	0,34	1,65	1,55	7,6	0,85	4	2,07	9,75	0	18,38	21	21,19	23,26	1	0	23	2,3	0,02	0,17
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'P.440.17							BACIA P/ CAIXA ACOPL QUADRATTA - BRANCO	0		Deca - Peca Grande	Luxo	Quadratta	'7894200706946	6910.90.00		41,256	40,608	KG	BRL	0	0,88	3,48	0	394,9	7,35	1,65	33,83	7,6	60,71	12	0	0	0	398,38	501,43	505,88	505,88	1	0	23	2,3	0,4	3,64
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'P.23.95	DECA MIX GERAL						BACIA CONVENC LK - EBANO	0		Deca - Peca Grande	Luxo	LK	'7894200791157	6910.90.00		33,439	32,341	KG	BRL	0	0,88	9,51	0	1201,36	20,11	1,65	92,63	7,6	166,21	12	0	0	0	1210,87	1372,86	1385,05	1385,05	1	0	23	2,3	1,11	9,95
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'L.316.94	DECA MIX GERAL						CUBA APOIO REDONDA OSVALDO TENORIO - EF	0		Deca - Peca Grande	Luxo	Cubas de Apoio Luxo	'7894202006204	6910.90.00		8,603	8,603	KG	BRL	0	0,88	12,23	0	1463,51	25,86	1,65	119,12	7,6	213,72	12	0	0	0	1475,74	1765,36	1781,03	1781,03	1	0	23	2,3	1,42	12,8
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'P.909.87	DECA MIX GERAL						BACIA P/CAIXA ACOPL RAVENA-CZ REAL	0		Deca - Peca Grande	Competitivo	Ravena	'7894200701934	6910.90.00		17,625	17,625	KG	BRL	0	0,88	2,59	0	326,46	5,47	1,65	25,17	7,6	45,17	12	0	0	0	329,05	373,07	376,38	376,38	1	0	23	2,3	0,3	2,71
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'L.12040.M.94	DECA MIX GERAL						CUBA REDONDA APOIO C MESA 40CM-ÉBANO FC	0		Deca - Peca Grande	Médio	Cuba Slim	'7894202010430	6910.90.00		9,703	9,703	KG	BRL	0	0,88	3,34	0	400	7,07	1,65	32,56	7,6	58,41	12	0	0	0	403,34	482,5	486,78	486,78	1	0	23	2,3	0,39	3,5
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'SP.13.GL.MT	DECA MIX GERAL						PARAFUSOS P/FIX DE BACIAS E BIDES-GL MT	0		Deca - Peca Pequena	Outros PP	Produtos Complementares	'7894200730415	7318.15.00		82,01	82,01	G	BRL	0	0,88	0,17	0	19,65	0,37	1,65	1,68	7,6	3,02	12	1,64	6,5	0	19,82	24,95	25,17	26,81	1	0	23	2,3	0,02	0,18
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'L.22040.26	DECA MIX GERAL						CUBA SOBREPOR REDONDA 40cm BARBANTE	0		Deca - Peca Grande	Médio	Cuba Slim	'7894202013271	6910.90.00		7,371	7,371	KG	BRL	0	0,88	4,09	0	488,9	8,64	1,65	39,79	7,6	71,4	12	0	0	0	492,99	589,73	594,97	594,97	1	0	23	2,3	0,48	4,28
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'P.808.95	DECA MIX GERAL						BACIA P/CAIXA ACOPL MONTE CARLO-EBANO	0		Deca - Peca Grande	Médio	Monte Carlo	'7894200759904	6910.90.00		25,514	25,514	KG	BRL	0	0,88	2,22	0	280,83	4,7	1,65	21,65	7,6	38,85	12	0	0	0	283,05	320,92	323,77	323,77	1	0	23	2,3	0,26	2,33
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'AP.237.CT.MT.86	DECA MIX GERAL						ASS POLIES SLOW CLOSE AP.237-CZFSC/CT MT	0		Deca - Peca Pequena	Luxo	Assento Poliéster Luxo	'7894202008147	3922.20.00		4,4	4,4	KG	BRL	0	0,88	13,22	0	1669,31	27,94	1,65	128,72	7,6	230,95	12	0	0	0	1682,53	1907,63	1924,57	1924,57	5	0	23	2,3	1,54	13,83
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'A.480.51	DECA MIX GERAL						PAPELEIRA C/ROLETE PLAST150X150MM-AZUL	0		Deca - Peca Pequena	Pecas de Reposição	Peca Reposição	'7894200764243	6912.00.00		1,104	1,068	KG	BRL	0	0,88	0,05	0	6,09	0,11	1,65	0,52	7,6	0,94	12	0,51	6,5	0	6,14	7,73	7,8	8,31	1	0	23	2,3	0,01	0,06
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'TP.101.51	DECA MIX GERAL						TAMPA TOPO P/CAIXA ACOPLADA CD01-AZUL	0		Deca - Peca Pequena	Pecas de Reposição	Tampas Cx. Médio	'7894200720157	6910.90.00		2,238	2,238	KG	BRL	0	0,88	0,65	0	73,37	1,36	1,65	6,29	7,6	11,28	12	0	0	0	74,02	93,16	93,99	93,99	1	0	23	2,3	0,08	0,68
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'P.75.17	DECA MIX GERAL						BACIA CONVENC ASPEN-BR	0		Deca - Peca Grande	Competitivo	Aspen	'7894200780625	6910.90.00		15,228	15,228	KG	BRL	0	0,88	1,37	0	173,38	2,9	1,65	13,37	7,6	23,99	12	0	0	0	174,75	198,13	199,89	199,89	1	0	23	2,3	0,16	1,44
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'B.46.17	DECA MIX GERAL						BIDE COM 3 FUROS CLEAN -BR	0		Deca - Peca Grande	Médio	Clean	'7894200746652	6910.90.00		20,846	20,846	KG	BRL	0	0,88	3,51	0	399,29	7,43	1,65	34,21	7,6	61,38	12	0	0	0	402,8	506,99	511,49	511,49	1	0	23	2,3	0,41	3,68
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'L.21040.M.49	DECA MIX GERAL						CUBA SOBREPOR QUAD COM MESA 40cm SÁLVIA	0		Deca - Peca Grande	Médio	Cuba Slim	'7894202012694	6910.90.00		9,438	9,438	KG	BRL	0	0,88	4,5	0	537,74	9,5	1,65	43,77	7,6	78,53	12	0	0	0	542,24	648,65	654,41	654,41	1	0	23	2,3	0,52	4,7
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'TP.143.17	DECA MIX GERAL						TAMPA P/CX ACOPL ONE-PIECE-BRANCO	0		Deca - Peca Pequena	Pecas de Reposição	Tampas Cx. Alto Luxo	'7894200779773	6910.90.00		2,892	2,892	KG	BRL	0	0,88	6,27	0	712,88	13,26	1,65	61,08	7,6	109,59	12	0	0	0	719,15	905,17	913,21	913,21	1	0	23	2,3	0,73	6,56
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'AP.50.17	DECA MIX GERAL						ASSENTO PLASTICO VOGUE PLUS-BRANCO	0		Deca - Peca Pequena	Médio	Assento Plástico Médio	'7894200713593	3922.20.00		1,548	1,183	KG	BRL	0	0,88	1,18	0	148,6	2,49	1,65	11,46	7,6	20,56	12	0	0	0	149,78	169,82	171,33	171,33	5	0	23	2,3	0,14	1,23
Concluída	1036478	MOSAIC ACABAMENTOS LTDA	Revenda	Loucas - Varejo  - Merc Interno	DXMI	SF00189136	MOSAIC MAR - 02/03/2026	02/03/2026	BOUTIQUE C	Bol. - 28/42/56	BP23	'CD.50A.87	DECA MIX GERAL						CAIXA ACOPL C/TAMPA JADE-A CINZA REAL	0		Deca - Peca Grande	Competitivo	Jade	'7894200798460	6910.90.00		11,526	11,171	KG	BRL	0	0,88	1,21	0	137,59	2,56	1,65	11,79	7,6	21,15	12	0	0	0	138,8	174,7	176,25	176,25	1	0	23	2,3	0,14	1,27
